Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2018),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate
Butler,07/03/2020,9,7.1,339,187888,4.8,3.8,180.4
Butler,07/04/2020,6,7.4,345,187888,3.2,4,183.6
Butler,07/05/2020,10,7.7,355,187888,5.3,4.1,188.9
Butler,07/06/2020,16,9.4,371,187888,8.5,5,197.5
Butler,07/07/2020,17,11.1,388,187888,9,5.9,206.5
Butler,07/08/2020,8,11.1,396,187888,4.3,5.9,210.8
Butler,07/09/2020,7,10.4,403,187888,3.7,5.6,214.5
Butler,07/10/2020,6,10,409,187888,3.2,5.3,217.7
Butler,07/11/2020,12,10.9,421,187888,6.4,5.8,224.1
Butler,07/12/2020,5,10.1,426,187888,2.7,5.4,226.7
Butler,07/13/2020,14,9.9,440,187888,7.5,5.2,234.2
Butler,07/14/2020,1,7.6,441,187888,0.5,4,234.7
Butler,07/15/2020,10,7.9,451,187888,5.3,4.2,240
Butler,07/16/2020,13,8.7,464,187888,6.9,4.6,247
Butler,07/17/2020,9,9.1,473,187888,4.8,4.9,251.7
Butler,07/18/2020,4,8,477,187888,2.1,4.3,253.9
Butler,07/19/2020,5,8,482,187888,2.7,4.3,256.5
Butler,07/20/2020,23,9.3,505,187888,12.2,4.9,268.8
Butler,07/21/2020,9,10.4,514,187888,4.8,5.6,273.6
Butler,07/22/2020,8,10.1,522,187888,4.3,5.4,277.8
Butler,07/23/2020,14,10.3,536,187888,7.5,5.5,285.3
Butler,07/24/2020,7,10,543,187888,3.7,5.3,289
Butler,07/25/2020,11,11,554,187888,5.9,5.9,294.9
Butler,07/26/2020,6,11.1,560,187888,3.2,5.9,298
Butler,07/27/2020,15,10,575,187888,8,5.3,306
Butler,07/28/2020,9,10,584,187888,4.8,5.3,310.8
Butler,07/29/2020,8,10,592,187888,4.3,5.3,315.1
Butler,07/30/2020,6,8.9,598,187888,3.2,4.7,318.3
Butler,07/31/2020,5,8.6,603,187888,2.7,4.6,320.9
Butler,08/01/2020,2,7.3,605,187888,1.1,3.9,322
Butler,08/02/2020,3,6.9,608,187888,1.6,3.6,323.6
Butler,08/03/2020,8,5.9,616,187888,4.3,3.1,327.9
Butler,08/04/2020,7,5.6,623,187888,3.7,3,331.6
Butler,08/05/2020,14,6.4,637,187888,7.5,3.4,339
Butler,08/06/2020,8,6.7,645,187888,4.3,3.6,343.3
Butler,08/07/2020,9,7.3,654,187888,4.8,3.9,348.1
Butler,08/08/2020,6,7.9,660,187888,3.2,4.2,351.3
Butler,08/09/2020,9,8.7,669,187888,4.8,4.6,356.1
Butler,08/10/2020,6,8.4,675,187888,3.2,4.5,359.3
Butler,08/11/2020,19,10.1,694,187888,10.1,5.4,369.4
Butler,08/12/2020,12,9.9,706,187888,6.4,5.2,375.8
Butler,08/13/2020,2,9,708,187888,1.1,4.8,376.8
Greene,05/31/2020,0,0,28,36506,0,0,76.7
Bucks,08/26/2020,14,19.9,7682,628195,2.2,3.2,1222.9
Allegheny,09/21/2020,37,66.1,11820,1218452,3,5.4,970.1
Elk,09/08/2020,0,0.1,69,30169,0,0.5,228.7
Greene,09/15/2020,3,1.4,167,36506,8.2,3.9,457.5
Elk,10/09/2020,1,1.1,89,30169,3.3,3.8,295
Greene,09/07/2020,0,1.3,155,36506,0,3.5,424.6
Elk,10/19/2020,5,4,120,30169,16.6,13.3,397.8
Pennsylvania,09/06/2020,590,846.4,140424,12807060,4.6,6.6,1096.5
Luzerne,07/27/2020,38,16.7,3211,317646,12,5.3,1010.9
Northumberland,09/05/2020,3,13,770,91083,3.3,14.3,845.4
Northumberland,07/12/2020,4,3,352,91083,4.4,3.3,386.5
Erie,10/25/2020,20,18.3,2015,272061,7.4,6.7,740.6
Elk,09/23/2020,2,0.6,74,30169,6.6,1.9,245.3
Allegheny,09/06/2020,50,66.7,10805,1218452,4.1,5.5,886.8
Allegheny,08/28/2020,72,53.7,10208,1218452,5.9,4.4,837.8
Mercer,11/15/2020,62,70.9,1914,110683,56,64,1729.3
Delaware,06/29/2020,34,19.3,7228,564751,6,3.4,1279.9
Schuylkill,11/19/2020,64,67.9,3240,142067,45,47.8,2280.6
Schuylkill,07/25/2020,2,3.6,851,142067,1.4,2.5,599
Allegheny,08/20/2020,75,67.1,9768,1218452,6.2,5.5,801.7
Greene,08/26/2020,0,0.7,141,36506,0,2,386.2
Greene,08/04/2020,0,1.4,115,36506,0,3.9,315
Washington,08/22/2020,8,10.1,979,207346,3.9,4.9,472.2
Montour,05/08/2020,0,0,49,18240,0,0,268.6
Tioga,10/01/2020,1,2.3,82,40763,2.5,5.6,201.2
Montour,06/15/2020,0,1.6,64,18240,0,8.6,350.9
Montour,07/02/2020,0,0.9,75,18240,0,4.7,411.2
Bradford,11/16/2020,38,37.1,1443,60833,62.5,61.1,2372.1
Greene,07/10/2020,5,2.9,68,36506,13.7,7.8,186.3
Schuylkill,09/23/2020,17,6.4,1101,142067,12,4.5,775
Schuylkill,08/30/2020,1,2.6,997,142067,0.7,1.8,701.8
Pennsylvania,05/25/2020,369,638.9,69145,12807060,2.9,5,539.9
Washington,09/24/2020,10,7.9,1319,207346,4.8,3.8,636.1
Bucks,05/29/2020,36,26.4,5116,628195,5.7,4.2,814.4
Northumberland,07/16/2020,7,3.1,365,91083,7.7,3.5,400.7
Bucks,07/04/2020,34,22.4,5927,628195,5.4,3.6,943.5
Allegheny,10/03/2020,98,83,12735,1218452,8,6.8,1045.2
Schuylkill,08/19/2020,5,4.9,971,142067,3.5,3.4,683.5
Allegheny,09/16/2020,91,80.4,11519,1218452,7.5,6.6,945.4
Northumberland,04/11/2020,9,3.9,43,91083,9.9,4.2,47.2
Philadelphia,10/10/2020,155,191,34218,1584138,9.8,12.1,2160
Butler,10/28/2020,48,35,1752,187888,25.5,18.6,932.5
Somerset,09/21/2020,0,1.6,206,73952,0,2.1,278.6
Cambria,03/01/2020,0,,0,131730,0,,0
Cambria,03/02/2020,0,,0,131730,0,,0
Cambria,03/03/2020,0,,0,131730,0,,0
Cambria,03/04/2020,0,,0,131730,0,,0
Cambria,03/05/2020,0,,0,131730,0,,0
Cambria,03/06/2020,0,,0,131730,0,,0
Cambria,03/07/2020,0,,0,131730,0,,0
Cambria,03/08/2020,0,0,0,131730,0,0,0
Cambria,03/09/2020,0,0,0,131730,0,0,0
Cambria,03/10/2020,0,0,0,131730,0,0,0
Cambria,03/11/2020,0,0,0,131730,0,0,0
Cambria,03/12/2020,0,0,0,131730,0,0,0
Cambria,03/13/2020,0,0,0,131730,0,0,0
Cambria,03/14/2020,0,0,0,131730,0,0,0
Cambria,03/15/2020,0,0,0,131730,0,0,0
Cambria,03/16/2020,0,0,0,131730,0,0,0
Cambria,03/17/2020,0,0,0,131730,0,0,0
Cambria,03/18/2020,0,0,0,131730,0,0,0
Cambria,03/19/2020,0,0,0,131730,0,0,0
Cambria,03/20/2020,0,0,0,131730,0,0,0
Cambria,03/21/2020,0,0,0,131730,0,0,0
Cambria,03/22/2020,1,0.1,1,131730,0.8,0.1,0.8
Cambria,03/23/2020,0,0.1,1,131730,0,0.1,0.8
Cambria,03/24/2020,0,0.1,1,131730,0,0.1,0.8
Cambria,03/25/2020,0,0.1,1,131730,0,0.1,0.8
Cambria,03/26/2020,0,0.1,1,131730,0,0.1,0.8
Cambria,03/27/2020,0,0.1,1,131730,0,0.1,0.8
Cambria,03/28/2020,0,0.1,1,131730,0,0.1,0.8
Cambria,03/29/2020,1,0.1,2,131730,0.8,0.1,1.5
Cambria,03/30/2020,0,0.1,2,131730,0,0.1,1.5
Cambria,03/31/2020,2,0.4,4,131730,1.5,0.3,3
Cambria,04/01/2020,1,0.6,5,131730,0.8,0.4,3.8
Cambria,04/02/2020,0,0.6,5,131730,0,0.4,3.8
Cambria,04/03/2020,1,0.7,6,131730,0.8,0.5,4.6
Cambria,04/04/2020,1,0.9,7,131730,0.8,0.7,5.3
Cambria,04/05/2020,0,0.7,7,131730,0,0.5,5.3
Cambria,04/06/2020,0,0.7,7,131730,0,0.5,5.3
Cambria,04/07/2020,2,0.7,9,131730,1.5,0.5,6.8
Cambria,04/08/2020,1,0.7,10,131730,0.8,0.5,7.6
Cambria,04/09/2020,1,0.9,11,131730,0.8,0.7,8.4
Cambria,04/10/2020,2,1,13,131730,1.5,0.8,9.9
Cambria,04/11/2020,0,0.9,13,131730,0,0.7,9.9
Cambria,04/12/2020,1,1,14,131730,0.8,0.8,10.6
Cambria,04/13/2020,0,1,14,131730,0,0.8,10.6
Cambria,04/14/2020,0,0.7,14,131730,0,0.5,10.6
Cambria,04/15/2020,0,0.6,14,131730,0,0.4,10.6
Cambria,04/16/2020,0,0.4,14,131730,0,0.3,10.6
Cambria,04/17/2020,3,0.6,17,131730,2.3,0.4,12.9
Cambria,04/18/2020,2,0.9,19,131730,1.5,0.7,14.4
Cambria,04/19/2020,0,0.7,19,131730,0,0.5,14.4
Cambria,04/20/2020,0,0.7,19,131730,0,0.5,14.4
Cambria,04/21/2020,1,0.9,20,131730,0.8,0.7,15.2
Cambria,04/22/2020,1,1,21,131730,0.8,0.8,15.9
Cambria,04/23/2020,2,1.3,23,131730,1.5,1,17.5
Cambria,04/24/2020,0,0.9,23,131730,0,0.7,17.5
Cambria,04/25/2020,0,0.6,23,131730,0,0.4,17.5
Cambria,04/26/2020,0,0.6,23,131730,0,0.4,17.5
Cambria,04/27/2020,1,0.7,24,131730,0.8,0.5,18.2
Cambria,04/28/2020,2,0.9,26,131730,1.5,0.7,19.7
Cambria,04/29/2020,3,1.1,29,131730,2.3,0.9,22
Cambria,04/30/2020,3,1.3,32,131730,2.3,1,24.3
Cambria,05/01/2020,1,1.4,33,131730,0.8,1.1,25.1
Cambria,05/02/2020,1,1.6,34,131730,0.8,1.2,25.8
Cambria,05/03/2020,1,1.7,35,131730,0.8,1.3,26.6
Cambria,05/04/2020,0,1.6,35,131730,0,1.2,26.6
Cambria,05/05/2020,1,1.4,36,131730,0.8,1.1,27.3
Cambria,05/06/2020,2,1.3,38,131730,1.5,1,28.8
Cambria,05/07/2020,4,1.4,42,131730,3,1.1,31.9
Cambria,05/08/2020,1,1.4,43,131730,0.8,1.1,32.6
Cambria,05/09/2020,2,1.6,45,131730,1.5,1.2,34.2
Cambria,05/10/2020,0,1.4,45,131730,0,1.1,34.2
Cambria,05/11/2020,0,1.4,45,131730,0,1.1,34.2
Cambria,05/12/2020,1,1.4,46,131730,0.8,1.1,34.9
Cambria,05/13/2020,0,1.1,46,131730,0,0.9,34.9
Cambria,05/14/2020,4,1.1,50,131730,3,0.9,38
Cambria,05/15/2020,4,1.6,54,131730,3,1.2,41
Cambria,05/16/2020,1,1.4,55,131730,0.8,1.1,41.8
Cambria,05/17/2020,0,1.4,55,131730,0,1.1,41.8
Cambria,05/18/2020,0,1.4,55,131730,0,1.1,41.8
Cambria,05/19/2020,0,1.3,55,131730,0,1,41.8
Cambria,05/20/2020,1,1.4,56,131730,0.8,1.1,42.5
Cambria,05/21/2020,0,0.9,56,131730,0,0.7,42.5
Cambria,05/22/2020,1,0.4,57,131730,0.8,0.3,43.3
Cambria,05/23/2020,1,0.4,58,131730,0.8,0.3,44
Cambria,05/24/2020,0,0.4,58,131730,0,0.3,44
Cambria,05/25/2020,0,0.4,58,131730,0,0.3,44
Cambria,05/26/2020,0,0.4,58,131730,0,0.3,44
Cambria,05/27/2020,0,0.3,58,131730,0,0.2,44
Cambria,05/28/2020,0,0.3,58,131730,0,0.2,44
Cambria,05/29/2020,0,0.1,58,131730,0,0.1,44
Cambria,05/30/2020,0,0,58,131730,0,0,44
Cambria,05/31/2020,1,0.1,59,131730,0.8,0.1,44.8
Cambria,06/01/2020,2,0.4,61,131730,1.5,0.3,46.3
Cambria,06/02/2020,0,0.4,61,131730,0,0.3,46.3
Cambria,06/03/2020,0,0.4,61,131730,0,0.3,46.3
Cambria,06/04/2020,0,0.4,61,131730,0,0.3,46.3
Cambria,06/05/2020,0,0.4,61,131730,0,0.3,46.3
Cambria,06/06/2020,0,0.4,61,131730,0,0.3,46.3
Cambria,06/07/2020,0,0.3,61,131730,0,0.2,46.3
Cambria,06/08/2020,1,0.1,62,131730,0.8,0.1,47.1
Cambria,06/09/2020,0,0.1,62,131730,0,0.1,47.1
Cambria,06/10/2020,1,0.3,63,131730,0.8,0.2,47.8
Cambria,06/11/2020,0,0.3,63,131730,0,0.2,47.8
Cambria,06/12/2020,0,0.3,63,131730,0,0.2,47.8
Cambria,06/13/2020,0,0.3,63,131730,0,0.2,47.8
Cambria,06/14/2020,0,0.3,63,131730,0,0.2,47.8
Cambria,06/15/2020,0,0.1,63,131730,0,0.1,47.8
Cambria,06/16/2020,0,0.1,63,131730,0,0.1,47.8
Cambria,06/17/2020,0,0,63,131730,0,0,47.8
Cambria,06/18/2020,0,0,63,131730,0,0,47.8
Cambria,06/19/2020,0,0,63,131730,0,0,47.8
Cambria,06/20/2020,0,0,63,131730,0,0,47.8
Cambria,06/21/2020,0,0,63,131730,0,0,47.8
Cambria,06/22/2020,1,0.1,64,131730,0.8,0.1,48.6
Cambria,06/23/2020,1,0.3,65,131730,0.8,0.2,49.3
Cambria,06/24/2020,1,0.4,66,131730,0.8,0.3,50.1
Cambria,06/25/2020,6,1.3,72,131730,4.6,1,54.7
Cambria,06/26/2020,3,1.7,75,131730,2.3,1.3,56.9
Cambria,06/27/2020,4,2.3,79,131730,3,1.7,60
Cambria,06/28/2020,1,2.4,80,131730,0.8,1.8,60.7
Cambria,06/29/2020,3,2.7,83,131730,2.3,2.1,63
Cambria,06/30/2020,2,2.9,85,131730,1.5,2.2,64.5
Cambria,07/01/2020,2,3,87,131730,1.5,2.3,66
Cambria,07/02/2020,6,3,93,131730,4.6,2.3,70.6
Cambria,07/03/2020,4,3.1,97,131730,3,2.4,73.6
Cambria,07/04/2020,2,2.9,99,131730,1.5,2.2,75.2
Cambria,07/05/2020,1,2.9,100,131730,0.8,2.2,75.9
Cambria,07/06/2020,6,3.3,106,131730,4.6,2.5,80.5
Cambria,07/07/2020,7,4,113,131730,5.3,3,85.8
Cambria,07/08/2020,4,4.3,117,131730,3,3.3,88.8
Cambria,07/09/2020,8,4.6,125,131730,6.1,3.5,94.9
Cambria,07/10/2020,10,5.4,135,131730,7.6,4.1,102.5
Cambria,07/11/2020,3,5.6,138,131730,2.3,4.2,104.8
Cambria,07/12/2020,1,5.6,139,131730,0.8,4.2,105.5
Cambria,07/13/2020,3,5.1,142,131730,2.3,3.9,107.8
Cambria,07/14/2020,6,5,148,131730,4.6,3.8,112.4
Cambria,07/15/2020,9,5.7,157,131730,6.8,4.3,119.2
Cambria,07/16/2020,10,6,167,131730,7.6,4.6,126.8
Cambria,07/17/2020,4,5.1,171,131730,3,3.9,129.8
Cambria,07/18/2020,0,4.7,171,131730,0,3.6,129.8
Cambria,07/19/2020,6,5.4,177,131730,4.6,4.1,134.4
Cambria,07/20/2020,8,6.1,185,131730,6.1,4.7,140.4
Cambria,07/21/2020,2,5.6,187,131730,1.5,4.2,142
Cambria,07/22/2020,11,5.9,198,131730,8.4,4.4,150.3
Cambria,07/23/2020,14,6.4,212,131730,10.6,4.9,160.9
Cambria,07/24/2020,8,7,220,131730,6.1,5.3,167
Cambria,07/25/2020,5,7.7,225,131730,3.8,5.9,170.8
Cambria,07/26/2020,1,7,226,131730,0.8,5.3,171.6
Cambria,07/27/2020,10,7.3,236,131730,7.6,5.5,179.2
Cambria,07/28/2020,4,7.6,240,131730,3,5.7,182.2
Cambria,07/29/2020,4,6.6,244,131730,3,5,185.2
Cambria,07/30/2020,12,6.3,256,131730,9.1,4.8,194.3
Cambria,07/31/2020,9,6.4,265,131730,6.8,4.9,201.2
Cambria,08/01/2020,7,6.7,272,131730,5.3,5.1,206.5
Cambria,08/02/2020,7,7.6,279,131730,5.3,5.7,211.8
Cambria,08/03/2020,4,6.7,283,131730,3,5.1,214.8
Cambria,08/04/2020,32,10.7,315,131730,24.3,8.1,239.1
Cambria,08/05/2020,9,11.4,324,131730,6.8,8.7,246
Cambria,08/06/2020,7,10.7,331,131730,5.3,8.1,251.3
Cambria,08/07/2020,7,10.4,338,131730,5.3,7.9,256.6
Cambria,08/08/2020,2,9.7,340,131730,1.5,7.4,258.1
Cambria,08/09/2020,5,9.4,345,131730,3.8,7.2,261.9
Cambria,08/10/2020,6,9.7,351,131730,4.6,7.4,266.5
Cambria,08/11/2020,2,5.4,353,131730,1.5,4.1,268
Cambria,08/12/2020,4,4.7,357,131730,3,3.6,271
Cambria,08/13/2020,10,5.1,367,131730,7.6,3.9,278.6
Cambria,08/14/2020,8,5.3,375,131730,6.1,4,284.7
Cambria,08/15/2020,12,6.7,387,131730,9.1,5.1,293.8
Cambria,08/16/2020,11,7.6,398,131730,8.4,5.7,302.1
Cambria,08/17/2020,8,7.9,406,131730,6.1,6,308.2
Cambria,08/18/2020,5,8.3,411,131730,3.8,6.3,312
Cambria,08/19/2020,4,8.3,415,131730,3,6.3,315
Cambria,08/20/2020,6,7.7,421,131730,4.6,5.9,319.6
Cambria,08/21/2020,5,7.3,426,131730,3.8,5.5,323.4
Cambria,08/22/2020,8,6.7,434,131730,6.1,5.1,329.5
Cambria,08/23/2020,2,5.4,436,131730,1.5,4.1,331
Cambria,08/24/2020,10,5.7,446,131730,7.6,4.3,338.6
Cambria,08/25/2020,4,5.6,450,131730,3,4.2,341.6
Cambria,08/26/2020,3,5.4,453,131730,2.3,4.1,343.9
Cambria,08/27/2020,3,5,456,131730,2.3,3.8,346.2
Cambria,08/28/2020,7,5.3,463,131730,5.3,4,351.5
Berks,09/22/2020,33,34.1,6944,420152,7.9,8.1,1652.7
Montgomery,11/08/2020,217,169.3,15710,828604,26.2,20.4,1896
Clarion,09/27/2020,2,1.3,125,38779,5.2,3.3,322.3
Franklin,09/22/2020,11,10,1756,154835,7.1,6.5,1134.1
Centre,07/30/2020,4,7,355,162805,2.5,4.3,218.1
Lackawanna,08/08/2020,4,4.7,1929,210793,1.9,2.2,915.1
York,11/15/2020,156,118.9,8225,448273,34.8,26.5,1834.8
Pike,11/01/2020,2,2.7,639,55933,3.6,4.9,1142.4
Lackawanna,09/18/2020,15,11,2373,210793,7.1,5.2,1125.7
Somerset,08/21/2020,2,1.6,152,73952,2.7,2.1,205.5
Centre,07/17/2020,7,5,279,162805,4.3,3.1,171.4
Greene,11/02/2020,4,6.6,285,36506,11,18,780.7
Cumberland,07/07/2020,9,8.4,924,251423,3.6,3.4,367.5
Montour,09/13/2020,1,2.1,160,18240,5.5,11.7,877.2
Bradford,10/15/2020,21,20.3,439,60833,34.5,33.3,721.6
Adams,11/04/2020,17,15,1252,102811,16.5,14.6,1217.8
Franklin,08/04/2020,10,10.1,1310,154835,6.5,6.6,846.1
Lackawanna,11/05/2020,43,28.9,4031,210793,20.4,13.7,1912.3
Pike,10/09/2020,0,1.6,603,55933,0,2.8,1078.1
Montgomery,09/20/2020,36,43.4,11990,828604,4.3,5.2,1447
Luzerne,10/14/2020,58,40.1,4567,317646,18.3,12.6,1437.8
Centre,11/03/2020,13,30.9,4367,162805,8,19,2682.4
Montour,09/19/2020,2,0.7,164,18240,11,3.9,899.1
Allegheny,07/18/2020,148,188.6,6303,1218452,12.1,15.5,517.3
Greene,07/05/2020,3,1.4,53,36506,8.2,3.9,145.2
Philadelphia,07/27/2020,176,171.3,25259,1584138,11.1,10.8,1594.5
Centre,10/03/2020,50,71.3,3062,162805,30.7,43.8,1880.8
Sullivan,11/16/2020,0,1.7,35,6071,0,28.2,576.5
Berks,09/12/2020,27,38.9,6554,420152,6.4,9.2,1559.9
Delaware,08/07/2020,47,56.4,9193,564751,8.3,10,1627.8
Washington,07/20/2020,13,18.6,600,207346,6.3,9,289.4
Luzerne,08/10/2020,16,18.3,3490,317646,5,5.8,1098.7
Philadelphia,06/19/2020,98,95.6,20352,1584138,6.2,6,1284.7
Somerset,08/12/2020,1,1.4,138,73952,1.4,1.9,186.6
Centre,05/08/2020,0,3.1,127,162805,0,1.9,78
Franklin,10/10/2020,2,8.3,1899,154835,1.3,5.4,1226.5
Lancaster,06/13/2020,29,40.9,3750,543557,5.3,7.5,689.9
Adams,10/31/2020,7,14.4,1183,102811,6.8,14,1150.7
Delaware,07/31/2020,105,75,8798,564751,18.6,13.3,1557.9
Franklin,08/25/2020,5,7.9,1493,154835,3.2,5.1,964.3
Blair,11/08/2020,48,61.3,1956,122492,39.2,50,1596.8
Blair,11/01/2020,73,48.1,1527,122492,59.6,39.3,1246.6
Delaware,10/13/2020,58,59.4,12296,564751,10.3,10.5,2177.2
Chester,07/10/2020,38,29.3,4009,522046,7.3,5.6,767.9
Franklin,07/04/2020,2,6.1,962,154835,1.3,4,621.3
Philadelphia,05/06/2020,248,239.1,14069,1584138,15.7,15.1,888.1
Butler,08/18/2020,3,5.4,732,187888,1.6,2.9,389.6
Schuylkill,06/08/2020,2,2.4,664,142067,1.4,1.7,467.4
Pennsylvania,04/16/2020,1765,1372.9,30931,12807060,13.8,10.7,241.5
Franklin,07/09/2020,4,6.7,1005,154835,2.6,4.3,649.1
Pike,09/22/2020,0,2,573,55933,0,3.6,1024.4
Crawford,10/24/2020,18,11.4,468,85063,21.2,13.4,550.2
Pike,10/28/2020,3,1.6,628,55933,5.4,2.8,1122.8
Montgomery,07/12/2020,19,33.1,8941,828604,2.3,4,1079
Tioga,08/24/2020,0,0.3,45,40763,0,0.7,110.4
Fayette,11/19/2020,40,42.7,1592,130441,30.7,32.7,1220.5
Cumberland,08/13/2020,14,10.7,1365,251423,5.6,4.3,542.9
Wayne,11/18/2020,10,5.4,372,51276,19.5,10.6,725.5
Somerset,11/13/2020,25,44.6,870,73952,33.8,60.3,1176.4
Venango,09/30/2020,6,1.9,97,51266,11.7,3.6,189.2
Greene,11/17/2020,39,20.1,512,36506,106.8,55.2,1402.5
Cameron,03/01/2020,0,,0,4492,0,,0
Cameron,03/02/2020,0,,0,4492,0,,0
Cameron,03/03/2020,0,,0,4492,0,,0
Cameron,03/04/2020,0,,0,4492,0,,0
Cameron,03/05/2020,0,,0,4492,0,,0
Cameron,03/06/2020,0,,0,4492,0,,0
Cameron,03/07/2020,0,,0,4492,0,,0
Cameron,03/08/2020,0,0,0,4492,0,0,0
Cameron,03/09/2020,0,0,0,4492,0,0,0
Cameron,03/10/2020,0,0,0,4492,0,0,0
Cameron,03/11/2020,0,0,0,4492,0,0,0
Cameron,03/12/2020,0,0,0,4492,0,0,0
Cameron,03/13/2020,0,0,0,4492,0,0,0
Cameron,03/14/2020,0,0,0,4492,0,0,0
Cameron,03/15/2020,0,0,0,4492,0,0,0
Cameron,03/16/2020,0,0,0,4492,0,0,0
Cameron,03/17/2020,0,0,0,4492,0,0,0
Cameron,03/18/2020,0,0,0,4492,0,0,0
Cameron,03/19/2020,0,0,0,4492,0,0,0
Cameron,03/20/2020,0,0,0,4492,0,0,0
Cameron,03/21/2020,0,0,0,4492,0,0,0
Cameron,03/22/2020,0,0,0,4492,0,0,0
Cameron,03/23/2020,0,0,0,4492,0,0,0
Cameron,03/24/2020,0,0,0,4492,0,0,0
Cameron,03/25/2020,0,0,0,4492,0,0,0
Cameron,03/26/2020,0,0,0,4492,0,0,0
Cameron,03/27/2020,1,0.1,1,4492,22.3,3.2,22.3
Cameron,03/28/2020,0,0.1,1,4492,0,3.2,22.3
Cameron,03/29/2020,0,0.1,1,4492,0,3.2,22.3
Cameron,03/30/2020,0,0.1,1,4492,0,3.2,22.3
Cameron,03/31/2020,0,0.1,1,4492,0,3.2,22.3
Cameron,04/01/2020,0,0.1,1,4492,0,3.2,22.3
Cameron,04/02/2020,0,0.1,1,4492,0,3.2,22.3
Cameron,04/03/2020,0,0,1,4492,0,0,22.3
Cameron,04/04/2020,0,0,1,4492,0,0,22.3
Cameron,04/05/2020,0,0,1,4492,0,0,22.3
Cameron,04/06/2020,0,0,1,4492,0,0,22.3
Cameron,04/07/2020,0,0,1,4492,0,0,22.3
Cameron,04/08/2020,0,0,1,4492,0,0,22.3
Cameron,04/09/2020,0,0,1,4492,0,0,22.3
Cameron,04/10/2020,0,0,1,4492,0,0,22.3
Cameron,04/11/2020,0,0,1,4492,0,0,22.3
Cameron,04/12/2020,0,0,1,4492,0,0,22.3
Cameron,04/13/2020,0,0,1,4492,0,0,22.3
Cameron,04/14/2020,0,0,1,4492,0,0,22.3
Cameron,04/15/2020,0,0,1,4492,0,0,22.3
Cameron,04/16/2020,0,0,1,4492,0,0,22.3
Cameron,04/17/2020,0,0,1,4492,0,0,22.3
Cameron,04/18/2020,0,0,1,4492,0,0,22.3
Cameron,04/19/2020,0,0,1,4492,0,0,22.3
Cameron,04/20/2020,0,0,1,4492,0,0,22.3
Cameron,04/21/2020,0,0,1,4492,0,0,22.3
Cameron,04/22/2020,0,0,1,4492,0,0,22.3
Cameron,04/23/2020,0,0,1,4492,0,0,22.3
Cameron,04/24/2020,0,0,1,4492,0,0,22.3
Cameron,04/25/2020,0,0,1,4492,0,0,22.3
Cameron,04/26/2020,0,0,1,4492,0,0,22.3
Cameron,04/27/2020,0,0,1,4492,0,0,22.3
Cameron,04/28/2020,0,0,1,4492,0,0,22.3
Cameron,04/29/2020,0,0,1,4492,0,0,22.3
Cameron,04/30/2020,0,0,1,4492,0,0,22.3
Cameron,05/01/2020,0,0,1,4492,0,0,22.3
Cameron,05/02/2020,0,0,1,4492,0,0,22.3
Cameron,05/03/2020,0,0,1,4492,0,0,22.3
Cameron,05/04/2020,1,0.1,2,4492,22.3,3.2,44.5
Cameron,05/05/2020,0,0.1,2,4492,0,3.2,44.5
Cameron,05/06/2020,0,0.1,2,4492,0,3.2,44.5
Cameron,05/07/2020,0,0.1,2,4492,0,3.2,44.5
Cameron,05/08/2020,0,0.1,2,4492,0,3.2,44.5
Cameron,05/09/2020,0,0.1,2,4492,0,3.2,44.5
Cameron,05/10/2020,0,0.1,2,4492,0,3.2,44.5
Cameron,05/11/2020,0,0,2,4492,0,0,44.5
Cameron,05/12/2020,0,0,2,4492,0,0,44.5
Cameron,05/13/2020,0,0,2,4492,0,0,44.5
Cameron,05/14/2020,0,0,2,4492,0,0,44.5
Cameron,05/15/2020,0,0,2,4492,0,0,44.5
Cameron,05/16/2020,0,0,2,4492,0,0,44.5
Cameron,05/17/2020,0,0,2,4492,0,0,44.5
Cameron,05/18/2020,0,0,2,4492,0,0,44.5
Cameron,05/19/2020,0,0,2,4492,0,0,44.5
Cameron,05/20/2020,0,0,2,4492,0,0,44.5
Cameron,05/21/2020,0,0,2,4492,0,0,44.5
Cameron,05/22/2020,0,0,2,4492,0,0,44.5
Cameron,05/23/2020,0,0,2,4492,0,0,44.5
Cameron,05/24/2020,0,0,2,4492,0,0,44.5
Cameron,05/25/2020,0,0,2,4492,0,0,44.5
Cameron,05/26/2020,0,0,2,4492,0,0,44.5
Cameron,05/27/2020,0,0,2,4492,0,0,44.5
Cameron,05/28/2020,0,0,2,4492,0,0,44.5
Cameron,05/29/2020,0,0,2,4492,0,0,44.5
Cameron,05/30/2020,0,0,2,4492,0,0,44.5
Cameron,05/31/2020,0,0,2,4492,0,0,44.5
Cameron,06/01/2020,0,0,2,4492,0,0,44.5
Cameron,06/02/2020,0,0,2,4492,0,0,44.5
Cameron,06/03/2020,0,0,2,4492,0,0,44.5
Cameron,06/04/2020,0,0,2,4492,0,0,44.5
Cameron,06/05/2020,0,0,2,4492,0,0,44.5
Cameron,06/06/2020,0,0,2,4492,0,0,44.5
Cameron,06/07/2020,0,0,2,4492,0,0,44.5
Cameron,06/08/2020,0,0,2,4492,0,0,44.5
Cameron,06/09/2020,0,0,2,4492,0,0,44.5
Cameron,06/10/2020,0,0,2,4492,0,0,44.5
