Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2018),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate
Chester,09/07/2020,46,45.9,6002,522046,8.8,8.8,1149.7
Lycoming,05/07/2020,8,5.4,123,113664,7,4.8,108.2
Centre,10/22/2020,63,37,3923,162805,38.7,22.7,2409.6
Snyder,11/18/2020,16,20.9,798,40540,39.5,51.4,1968.4
Butler,10/10/2020,12,19.3,1267,187888,6.4,10.3,674.3
Union,09/12/2020,1,3.4,425,44785,2.2,7.7,949
Allegheny,11/21/2020,560,523.4,23697,1218452,46,43,1944.8
Delaware,04/05/2020,118,83.1,946,564751,20.9,14.7,167.5
Butler,10/26/2020,37,32.7,1671,187888,19.7,17.4,889.4
Northampton,09/08/2020,10,8.6,4190,304807,3.3,2.8,1374.6
Montgomery,03/31/2020,95,76.3,728,828604,11.5,9.2,87.9
Bradford,10/29/2020,58,30.7,835,60833,95.3,50.5,1372.6
Erie,11/19/2020,198,147.4,4102,272061,72.8,54.2,1507.8
York,11/11/2020,121,100.3,7731,448273,27,22.4,1724.6
Huntingdon,11/17/2020,22,27.4,1436,45168,48.7,60.7,3179.2
Washington,10/23/2020,30,31,1848,207346,14.5,15,891.3
Butler,09/12/2020,4,9.4,937,187888,2.1,5,498.7
Delaware,06/02/2020,55,35,6583,564751,9.7,6.2,1165.6
Pennsylvania,10/21/2020,2077,1559.3,188708,12807060,16.2,12.2,1473.5
Luzerne,03/28/2020,31,13.1,100,317646,9.8,4.1,31.5
Delaware,07/02/2020,34,24,7313,564751,6,4.2,1294.9
Washington,11/04/2020,71,46.9,2353,207346,34.2,22.6,1134.8
Cambria,11/09/2020,66,56.9,1701,131730,50.1,43.2,1291.3
Erie,10/03/2020,17,13.7,1651,272061,6.2,5,606.8
Northumberland,04/06/2020,6,2.7,23,91083,6.6,3,25.3
Huntingdon,10/15/2020,15,18.6,643,45168,33.2,41.1,1423.6
Berks,10/03/2020,44,40.4,7356,420152,10.5,9.6,1750.8
Lehigh,06/08/2020,19,15.4,3886,368100,5.2,4.2,1055.7
Bucks,09/14/2020,52,35.1,8347,628195,8.3,5.6,1328.7
Greene,09/27/2020,1,1.7,193,36506,2.7,4.7,528.7
Huntingdon,10/08/2020,9,11,513,45168,19.9,24.4,1135.8
Cumberland,04/18/2020,10,11.4,199,251423,4,4.5,79.1
Lancaster,05/01/2020,83,56.7,1984,543557,15.3,10.4,365
Elk,06/15/2020,0,0.1,8,30169,0,0.5,26.5
Lackawanna,10/13/2020,43,42.1,3063,210793,20.4,20,1453.1
Berks,10/25/2020,97,91.7,9018,420152,23.1,21.8,2146.4
Lycoming,05/26/2020,0,0.4,163,113664,0,0.4,143.4
Berks,11/06/2020,113,102.4,10283,420152,26.9,24.4,2447.4
Washington,09/14/2020,21,11.1,1231,207346,10.1,5.4,593.7
Elk,08/18/2020,2,0.9,64,30169,6.6,2.8,212.1
Fayette,10/06/2020,5,4.9,851,130441,3.8,3.7,652.4
Schuylkill,11/08/2020,57,39.6,2511,142067,40.1,27.9,1767.5
Berks,04/08/2020,203,66.9,661,420152,48.3,15.9,157.3
Pennsylvania,07/24/2020,1083,914.7,106950,12807060,8.5,7.1,835.1
Union,08/12/2020,5,10.1,273,44785,11.2,22.6,609.6
Dauphin,08/04/2020,25,17.7,2730,277097,9,6.4,985.2
Huntingdon,09/11/2020,2,1.4,395,45168,4.4,3.2,874.5
Luzerne,04/23/2020,46,38.9,1967,317646,14.5,12.2,619.2
Erie,07/16/2020,11,8,768,272061,4,2.9,282.3
Erie,08/14/2020,18,16.4,1211,272061,6.6,6,445.1
Beaver,08/03/2020,27,14.9,1276,164742,16.4,9,774.5
Dauphin,11/19/2020,138,106.1,6661,277097,49.8,38.3,2403.9
Westmoreland,10/10/2020,54,57.3,2825,350611,15.4,16.3,805.7
Fayette,08/21/2020,4,6.1,663,130441,3.1,4.7,508.3
Lehigh,08/21/2020,8,8.7,5128,368100,2.2,2.4,1393.1
Monroe,07/29/2020,3,5.3,1575,169507,1.8,3.1,929.2
Northumberland,07/27/2020,6,3.7,397,91083,6.6,4.1,435.9
Beaver,08/08/2020,5,12.9,1332,164742,3,7.8,808.5
Westmoreland,09/29/2020,21,21.7,2288,350611,6,6.2,652.6
Clarion,08/10/2020,1,0.6,85,38779,2.6,1.5,219.2
Schuylkill,08/13/2020,8,4.3,945,142067,5.6,3,665.2
Delaware,06/07/2020,17,30.6,6720,564751,3,5.4,1189.9
Washington,11/03/2020,48,42,2282,207346,23.1,20.3,1100.6
Cambria,09/01/2020,7,4.3,480,131730,5.3,3.3,364.4
Clinton,11/14/2020,8,8.4,397,38684,20.7,21.8,1026.3
Carbon,09/09/2020,0,0.9,430,64227,0,1.3,669.5
Berks,05/30/2020,61,24,4062,420152,14.5,5.7,966.8
Columbia,10/27/2020,2,3.6,1057,65456,3.1,5.5,1614.8
Bucks,10/24/2020,64,58.3,10014,628195,10.2,9.3,1594.1
Lancaster,06/11/2020,63,51,3699,543557,11.6,9.4,680.5
Lycoming,04/12/2020,5,3.1,33,113664,4.4,2.8,29
Dauphin,08/10/2020,22,21.3,2854,277097,7.9,7.7,1030
Tioga,10/05/2020,7,3.6,98,40763,17.2,8.8,240.4
Lycoming,04/01/2020,0,0.7,6,113664,0,0.6,5.3
Wyoming,11/18/2020,16,11.4,360,27046,59.2,42.3,1331.1
Cumberland,08/17/2020,6,9.1,1391,251423,2.4,3.6,553.3
Lehigh,07/26/2020,22,21.3,4712,368100,6,5.8,1280.1
Cambria,09/21/2020,2,3.1,554,131730,1.5,2.4,420.6
Schuylkill,10/30/2020,48,43.9,2158,142067,33.8,30.9,1519
Huntingdon,11/12/2020,33,21.7,1321,45168,73.1,48.1,2924.6
Cambria,10/14/2020,20,14.1,813,131730,15.2,10.7,617.2
Pennsylvania,09/03/2020,924,823.9,138231,12807060,7.2,6.4,1079.3
Bucks,07/18/2020,26,37.6,6402,628195,4.1,6,1019.1
Westmoreland,10/14/2020,137,84.3,3209,350611,39.1,24,915.3
Dauphin,08/30/2020,30,25.6,3327,277097,10.8,9.2,1200.7
Lehigh,09/17/2020,11,15.4,5466,368100,3,4.2,1484.9
Union,08/16/2020,0,8.3,291,44785,0,18.5,649.8
Huntingdon,09/06/2020,0,2.7,389,45168,0,6,861.2
Cambria,09/24/2020,1,3.1,565,131730,0.8,2.4,428.9
Dauphin,10/15/2020,44,33,4331,277097,15.9,11.9,1563
Erie,07/18/2020,12,9.4,784,272061,4.4,3.5,288.2
Northampton,08/18/2020,8,9.6,4028,304807,2.6,3.1,1321.5
Huntingdon,09/05/2020,4,2.9,389,45168,8.9,6.3,861.2
Greene,08/16/2020,0,1.6,133,36506,0,4.3,364.3
Lehigh,06/07/2020,12,14.3,3867,368100,3.3,3.9,1050.5
Fayette,10/23/2020,14,10.1,989,130441,10.7,7.8,758.2
Mercer,11/10/2020,78,47,1557,110683,70.5,42.5,1406.7
Mercer,11/12/2020,69,58.6,1715,110683,62.3,52.9,1549.5
Pennsylvania,10/15/2020,1601,1391.6,179394,12807060,12.5,10.9,1400.7
Allegheny,10/28/2020,153,130,15449,1218452,12.6,10.7,1267.9
Pennsylvania,07/19/2020,737,868.4,102014,12807060,5.8,6.8,796.5
Schuylkill,10/04/2020,19,16.7,1282,142067,13.4,11.8,902.4
Columbia,09/25/2020,2,3,890,65456,3.1,4.6,1359.7
Berks,06/03/2020,21,25.4,4154,420152,5,6.1,988.7
Cumberland,05/17/2020,4,7.9,545,251423,1.6,3.1,216.8
Carbon,07/24/2020,4,3.9,344,64227,6.2,6,535.6
Cumberland,05/28/2020,2,5.7,630,251423,0.8,2.3,250.6
Erie,10/05/2020,15,14.4,1682,272061,5.5,5.3,618.2
Elk,08/03/2020,1,1,50,30169,3.3,3.3,165.7
Butler,10/31/2020,51,40,1896,187888,27.1,21.3,1009.1
Clarion,08/20/2020,0,1,95,38779,0,2.6,245
Clarion,07/22/2020,1,0.6,75,38779,2.6,1.5,193.4
Susquehanna,11/18/2020,8,5.3,513,40589,19.7,13,1263.9
Cambria,10/21/2020,16,18.3,941,131730,12.1,13.9,714.3
Lackawanna,08/29/2020,17,11.7,2074,210793,8.1,5.6,983.9
Allegheny,09/17/2020,64,74.9,11583,1218452,5.3,6.1,950.6
Montgomery,03/26/2020,97,49,410,828604,11.7,5.9,49.5
Greene,05/30/2020,0,0,28,36506,0,0,76.7
Clearfield,11/19/2020,62,45.7,1078,79388,78.1,57.6,1357.9
Luzerne,11/21/2020,141,182.9,8314,317646,44.4,57.6,2617.4
Allegheny,08/23/2020,32,60.6,9943,1218452,2.6,5,816
Fayette,08/19/2020,4,6.9,650,130441,3.1,5.3,498.3
Lancaster,09/22/2020,95,44.9,7707,543557,17.5,8.3,1417.9
Lancaster,10/09/2020,100,51.6,8527,543557,18.4,9.5,1568.7
Philadelphia,08/21/2020,145,115.1,28364,1584138,9.2,7.3,1790.5
Huntingdon,08/30/2020,1,2.4,370,45168,2.2,5.4,819.2
Beaver,09/21/2020,2,6.6,1852,164742,1.2,4,1124.2
Elk,10/08/2020,1,1.1,88,30169,3.3,3.8,291.7
Erie,06/27/2020,7,7.9,595,272061,2.6,2.9,218.7
Tioga,09/23/2020,0,1.9,65,40763,0,4.6,159.5
Mifflin,11/14/2020,9,40.7,888,46222,19.5,88.1,1921.2
Beaver,09/16/2020,10,11.4,1822,164742,6.1,6.9,1106
Elk,10/17/2020,3,2.9,110,30169,9.9,9.5,364.6
Columbia,10/13/2020,4,6,1013,65456,6.1,9.2,1547.6
Clarion,07/30/2020,2,0.6,79,38779,5.2,1.5,203.7
Elk,08/16/2020,1,1.3,62,30169,3.3,4.3,205.5
Carbon,11/09/2020,32,16.9,755,64227,49.8,26.2,1175.5
Northampton,07/30/2020,12,17.6,3829,304807,3.9,5.8,1256.2
Greene,08/13/2020,2,1.7,129,36506,5.5,4.7,353.4
Schuylkill,08/04/2020,6,5.9,913,142067,4.2,4.1,642.7
Columbia,09/15/2020,5,3,858,65456,7.6,4.6,1310.8
Bucks,06/11/2020,26,28.1,5459,628195,4.1,4.5,869
Bucks,05/27/2020,38,29.1,5045,628195,6,4.6,803.1
Greene,09/30/2020,0,1.1,195,36506,0,3.1,534.2
Erie,06/25/2020,13,8.1,580,272061,4.8,3,213.2
Pennsylvania,03/29/2020,739,541.4,4546,12807060,5.8,4.2,35.5
Columbia,11/04/2020,13,6.6,1109,65456,19.9,10,1694.3
Erie,06/11/2020,16,16,446,272061,5.9,5.9,163.9
Lehigh,08/02/2020,3,20.3,4854,368100,0.8,5.5,1318.7
Erie,09/26/2020,7,8.9,1555,272061,2.6,3.3,571.6
Elk,10/15/2020,6,2.1,103,30169,19.9,7.1,341.4
Cambria,09/02/2020,5,4.6,485,131730,3.8,3.5,368.2
Fayette,08/01/2020,4,13.4,410,130441,3.1,10.3,314.3
Cambria,09/09/2020,3,5,520,131730,2.3,3.8,394.7
Schuylkill,07/31/2020,5,5.7,889,142067,3.5,4,625.8
Carbon,07/19/2020,3,3.4,322,64227,4.7,5.3,501.3
Lehigh,10/02/2020,19,22.6,5763,368100,5.2,6.1,1565.6
Cambria,09/28/2020,6,5,589,131730,4.6,3.8,447.1
Northumberland,10/19/2020,5,19.7,1439,91083,5.5,21.6,1579.9
Northampton,07/02/2020,16,14,3464,304807,5.2,4.6,1136.5
Washington,07/31/2020,6,12.6,747,207346,2.9,6.1,360.3
Erie,08/22/2020,15,12.6,1307,272061,5.5,4.6,480.4
Montour,05/01/2020,1,0.4,49,18240,5.5,2.3,268.6
Carbon,10/25/2020,1,3.7,573,64227,1.6,5.8,892.1
Northampton,08/30/2020,3,7.4,4118,304807,1,2.4,1351
Delaware,11/10/2020,220,178.9,15622,564751,39,31.7,2766.2
Luzerne,04/30/2020,34,35.3,2214,317646,10.7,11.1,697
Elk,06/08/2020,1,0.1,7,30169,3.3,0.5,23.2
Erie,08/01/2020,12,16.4,972,272061,4.4,6,357.3
Bucks,06/08/2020,22,27.6,5374,628195,3.5,4.4,855.5
Delaware,06/23/2020,14,16,7107,564751,2.5,2.8,1258.4
Elk,07/21/2020,0,0.4,39,30169,0,1.4,129.3
Erie,07/17/2020,4,8.3,772,272061,1.5,3,283.8
Fayette,09/16/2020,4,4.3,763,130441,3.1,3.3,584.9
Dauphin,09/27/2020,18,14.1,3804,277097,6.5,5.1,1372.8
Union,10/12/2020,4,5,607,44785,8.9,11.2,1355.4
Bucks,07/16/2020,53,35.9,6324,628195,8.4,5.7,1006.7
Dauphin,08/21/2020,31,20.1,3107,277097,11.2,7.3,1121.3
Union,10/22/2020,13,5.9,668,44785,29,13.1,1491.6
Erie,06/10/2020,19,14,430,272061,7,5.1,158.1
Bradford,10/28/2020,29,29.4,777,60833,47.7,48.4,1277.3
Dauphin,09/01/2020,21,25.1,3375,277097,7.6,9.1,1218
Fayette,08/08/2020,10,13,501,130441,7.7,10,384.1
Erie,09/22/2020,12,9.4,1520,272061,4.4,3.5,558.7
Northampton,08/15/2020,7,11.9,4013,304807,2.3,3.9,1316.6
Montour,04/29/2020,0,0.1,47,18240,0,0.8,257.7
Luzerne,04/02/2020,98,63.1,497,317646,30.9,19.9,156.5
Bradford,11/06/2020,38,32.9,1092,60833,62.5,54,1795.1
Huntingdon,09/15/2020,0,0.9,396,45168,0,1.9,876.7
Dauphin,09/09/2020,12,16.3,3509,277097,4.3,5.9,1266.3
Fayette,08/27/2020,8,4.1,688,130441,6.1,3.2,527.4
Huntingdon,09/19/2020,1,0.6,399,45168,2.2,1.3,883.4
Erie,10/12/2020,18,19,1815,272061,6.6,7,667.1
Monroe,10/31/2020,12,12.7,2085,169507,7.1,7.5,1230
Elk,07/12/2020,0,1.6,34,30169,0,5.2,112.7
Dauphin,09/08/2020,17,17.4,3497,277097,6.1,6.3,1262
Union,08/08/2020,17,8.3,228,44785,38,18.5,509.1
Fayette,10/11/2020,3,5.6,872,130441,2.3,4.3,668.5
Carbon,09/24/2020,4,2.7,461,64227,6.2,4.2,717.8
Tioga,10/03/2020,5,3,91,40763,12.3,7.4,223.2
Luzerne,04/22/2020,40,40.3,1921,317646,12.6,12.7,604.8
Washington,11/01/2020,35,44.3,2191,207346,16.9,21.4,1056.7
Cambria,10/12/2020,19,16,784,131730,14.4,12.1,595.2
Bucks,08/04/2020,38,43,7130,628195,6,6.8,1135
Monroe,09/18/2020,1,2.7,1773,169507,0.6,1.6,1046
Tioga,10/12/2020,5,3.3,121,40763,12.3,8.1,296.8
Lehigh,06/18/2020,25,14,4023,368100,6.8,3.8,1092.9
Delaware,05/10/2020,56,116.1,5227,564751,9.9,20.6,925.5
Allegheny,09/13/2020,55,66.3,11269,1218452,4.5,5.4,924.9
Huntingdon,08/31/2020,2,2.1,372,45168,4.4,4.7,823.6
Montour,06/02/2020,0,0.4,53,18240,0,2.3,290.6
Cambria,09/20/2020,0,3.1,552,131730,0,2.4,419
Huntingdon,10/01/2020,10,4.6,436,45168,22.1,10.1,965.3
Columbia,10/22/2020,3,3.6,1042,65456,4.6,5.5,1591.9
Clinton,11/13/2020,13,8.1,389,38684,33.6,21,1005.6
Schuylkill,07/28/2020,7,5.6,872,142067,4.9,3.9,613.8
Cambria,09/18/2020,3,3,546,131730,2.3,2.3,414.5
Lycoming,06/05/2020,0,0.3,167,113664,0,0.3,146.9
Montour,07/08/2020,0,0.1,76,18240,0,0.8,416.7
Bucks,07/01/2020,23,22.4,5857,628195,3.7,3.6,932.4
Union,09/05/2020,0,4.1,401,44785,0,9.3,895.4
Union,11/06/2020,14,8.4,780,44785,31.3,18.8,1741.7
Cumberland,05/18/2020,14,8.6,559,251423,5.6,3.4,222.3
Elk,10/30/2020,0,3.6,181,30169,0,11.8,600
Dauphin,08/02/2020,22,17,2683,277097,7.9,6.1,968.3
Elk,10/26/2020,5,6.4,165,30169,16.6,21.3,546.9
Erie,08/09/2020,7,18.6,1118,272061,2.6,6.8,410.9
Clarion,08/01/2020,0,0.6,80,38779,0,1.5,206.3
Montour,05/02/2020,0,0.4,49,18240,0,2.3,268.6
Erie,10/22/2020,31,16,1966,272061,11.4,5.9,722.6
Montgomery,03/27/2020,45,53,455,828604,5.4,6.4,54.9
Beaver,09/02/2020,23,17.1,1668,164742,14,10.4,1012.5
Allegheny,10/20/2020,125,122.3,14404,1218452,10.3,10,1182.2
Delaware,05/26/2020,38,47.9,6338,564751,6.7,8.5,1122.3
Schuylkill,09/28/2020,17,15,1182,142067,12,10.6,832
Montour,04/27/2020,0,0.1,47,18240,0,0.8,257.7
Elk,07/06/2020,7,1.9,30,30169,23.2,6.2,99.4
Huntingdon,10/31/2020,20,24.3,1040,45168,44.3,53.8,2302.5
Lycoming,04/06/2020,2,1.1,13,113664,1.8,1,11.4
Cambria,09/11/2020,3,3.9,525,131730,2.3,2.9,398.5
Huntingdon,08/29/2020,3,2.6,369,45168,6.6,5.7,817
Greene,10/31/2020,8,6.1,274,36506,21.9,16.8,750.6
Westmoreland,11/03/2020,90,72.6,4769,350611,25.7,20.7,1360.2
Dauphin,10/11/2020,28,34.3,4207,277097,10.1,12.4,1518.2
Northumberland,10/05/2020,20,15,1167,91083,22,16.5,1281.2
Elk,11/06/2020,11,12.1,266,30169,36.5,40.2,881.7
Cambria,11/05/2020,47,42,1464,131730,35.7,31.9,1111.4
Carbon,08/09/2020,0,1.6,372,64227,0,2.4,579.2
Clarion,08/03/2020,1,0.7,81,38779,2.6,1.8,208.9
Carbon,11/08/2020,15,14.3,723,64227,23.4,22.2,1125.7
Columbia,11/06/2020,6,7.6,1128,65456,9.2,11.6,1723.3
Greene,06/26/2020,0,0.4,40,36506,0,1.2,109.6
Huntingdon,09/12/2020,0,0.9,395,45168,0,1.9,874.5
Fayette,10/08/2020,7,4.9,859,130441,5.4,3.7,658.5
Huntingdon,10/27/2020,25,26.9,958,45168,55.3,59.5,2121
Lycoming,05/23/2020,0,0.7,161,113664,0,0.6,141.6
Westmoreland,10/16/2020,102,93.1,3423,350611,29.1,26.6,976.3
Northumberland,05/16/2020,3,2.4,151,91083,3.3,2.7,165.8
Dauphin,08/28/2020,26,23.6,3272,277097,9.4,8.5,1180.8
Delaware,04/27/2020,95,119.3,3632,564751,16.8,21.1,643.1
Bucks,06/24/2020,23,20,5700,628195,3.7,3.2,907.4
Erie,06/20/2020,8,10.3,540,272061,2.9,3.8,198.5
Fayette,09/05/2020,2,3,717,130441,1.5,2.3,549.7
Cambria,10/07/2020,11,13.3,714,131730,8.4,10.1,542
Huntingdon,09/24/2020,1,1.1,404,45168,2.2,2.5,894.4
Cambria,11/10/2020,81,57.1,1782,131730,61.5,43.4,1352.8
Columbia,10/02/2020,9,7.6,943,65456,13.7,11.6,1440.7
Cambria,09/14/2020,2,3.1,532,131730,1.5,2.4,403.9
Lycoming,11/19/2020,48,45.6,1582,113664,42.2,40.1,1391.8
Delaware,04/17/2020,104,116.6,2483,564751,18.4,20.6,439.7
Fayette,08/02/2020,10,14.6,420,130441,7.7,11.2,322
Erie,10/02/2020,20,12.3,1634,272061,7.4,4.5,600.6
Delaware,11/06/2020,212,137.4,14879,564751,37.5,24.3,2634.6
Northumberland,09/15/2020,8,7.6,832,91083,8.8,8.3,913.5
Erie,08/10/2020,21,16.4,1139,272061,7.7,6,418.7
Northumberland,10/02/2020,13,16.3,1120,91083,14.3,17.9,1229.6
Venango,11/20/2020,27,24,701,51266,52.7,46.8,1367.4
Allegheny,10/31/2020,134,140,15915,1218452,11,11.5,1306.2
Erie,06/15/2020,4,11.6,481,272061,1.5,4.3,176.8
Monroe,09/19/2020,0,2.1,1773,169507,0,1.3,1046
Carbon,10/26/2020,7,4.6,580,64227,10.9,7.1,903
Fayette,09/18/2020,4,3.6,770,130441,3.1,2.7,590.3
Lycoming,04/09/2020,2,2,22,113664,1.8,1.8,19.4
Northumberland,11/19/2020,38,31.7,2117,91083,41.7,34.8,2324.3
Fayette,09/15/2020,5,4.6,759,130441,3.8,3.5,581.9
Cambria,11/07/2020,42,50.3,1582,131730,31.9,38.2,1200.9
Northampton,08/13/2020,8,11.6,3995,304807,2.6,3.8,1310.7
Greene,09/10/2020,4,1.4,161,36506,11,3.9,441
Elk,06/17/2020,0,0,8,30169,0,0,26.5
Cumberland,05/11/2020,9,12.7,499,251423,3.6,5.1,198.5
Allegheny,10/02/2020,108,77.6,12637,1218452,8.9,6.4,1037.1
Erie,09/23/2020,8,9.6,1528,272061,2.9,3.5,561.6
Luzerne,06/27/2020,5,5.7,2912,317646,1.6,1.8,916.7
Pennsylvania,04/02/2020,1493,958.9,9220,12807060,11.7,7.5,72
Erie,08/27/2020,16,9.9,1352,272061,5.9,3.6,496.9
Delaware,06/04/2020,18,32.4,6634,564751,3.2,5.7,1174.7
Westmoreland,10/05/2020,33,33.9,2504,350611,9.4,9.7,714.2
Montour,05/15/2020,0,0.1,50,18240,0,0.8,274.1
Elk,08/26/2020,0,0.1,68,30169,0,0.5,225.4
Columbia,09/17/2020,6,2.9,864,65456,9.2,4.4,1320
Erie,09/13/2020,1,3.9,1436,272061,0.4,1.4,527.8
Clarion,08/21/2020,0,0.7,95,38779,0,1.8,245
Beaver,07/16/2020,30,16.4,932,164742,18.2,10,565.7
Juniata,11/15/2020,6,15.6,417,24704,24.3,63,1688
Monroe,08/27/2020,7,3.6,1712,169507,4.1,2.1,1010
Northampton,07/18/2020,9,12.9,3647,304807,3,4.2,1196.5
Tioga,09/27/2020,0,0.9,70,40763,0,2.1,171.7
Elk,09/05/2020,1,0.1,69,30169,3.3,0.5,228.7
Allegheny,10/23/2020,120,122.3,14826,1218452,9.8,10,1216.8
Cambria,10/01/2020,22,11.1,643,131730,16.7,8.5,488.1
Huntingdon,09/29/2020,13,2.9,422,45168,28.8,6.3,934.3
Greene,05/20/2020,0,0,28,36506,0,0,76.7
Huntingdon,10/29/2020,12,24.7,1006,45168,26.6,54.7,2227.2
Fayette,09/24/2020,5,3.7,792,130441,3.8,2.8,607.2
Washington,09/19/2020,8,11.9,1277,207346,3.9,5.7,615.9
Carbon,07/29/2020,0,3.1,356,64227,0,4.9,554.3
Greene,08/10/2020,1,1.1,123,36506,2.7,3.1,336.9
Dauphin,10/08/2020,50,28.7,4100,277097,18,10.4,1479.6
Delaware,06/13/2020,22,30.6,6917,564751,3.9,5.4,1224.8
Northumberland,08/03/2020,7,3.6,422,91083,7.7,3.9,463.3
Cambria,10/02/2020,9,11.4,652,131730,6.8,8.7,495
Greene,11/08/2020,6,8.6,341,36506,16.4,23.5,934.1
Greene,11/04/2020,14,8.1,307,36506,38.3,22.3,841
Dauphin,08/15/2020,23,26.3,2989,277097,8.3,9.5,1078.7
Huntingdon,10/25/2020,5,23.4,875,45168,11.1,51.9,1937.2
Fayette,09/14/2020,2,4.9,754,130441,1.5,3.7,578
Lehigh,09/15/2020,11,14,5431,368100,3,3.8,1475.4
Fayette,08/20/2020,9,6.1,659,130441,6.9,4.7,505.2
Clarion,08/12/2020,1,1,88,38779,2.6,2.6,226.9
Huntingdon,10/04/2020,0,6.1,449,45168,0,13.6,994.1
Elk,06/26/2020,1,0.9,15,30169,3.3,2.8,49.7
Bucks,09/01/2020,34,29.1,7872,628195,5.4,4.6,1253.1
Lycoming,06/14/2020,1,0.4,172,113664,0.9,0.4,151.3
Clarion,07/15/2020,0,3.1,71,38779,0,8.1,183.1
Tioga,11/02/2020,13,9.7,272,40763,31.9,23.8,667.3
Tioga,09/25/2020,2,1,68,40763,4.9,2.5,166.8
Dauphin,08/12/2020,42,25,2918,277097,15.2,9,1053.1
Greene,10/05/2020,1,1.1,201,36506,2.7,3.1,550.6
Lehigh,07/15/2020,27,17.7,4496,368100,7.3,4.8,1221.4
Pennsylvania,03/20/2020,127,55.9,438,12807060,1,0.4,3.4
Schuylkill,09/14/2020,5,3.4,1051,142067,3.5,2.4,739.8
Fayette,10/03/2020,1,3.7,830,130441,0.8,2.8,636.3
Northumberland,05/05/2020,4,2.7,120,91083,4.4,3,131.7
Northumberland,09/24/2020,37,17.1,973,91083,40.6,18.8,1068.3
Montour,04/22/2020,0,0,46,18240,0,0,252.2
Elk,10/31/2020,21,6.4,202,30169,69.6,21.3,669.6
Union,11/16/2020,17,25.4,1031,44785,38,56.8,2302.1
Cambria,10/16/2020,38,18.6,881,131730,28.8,14.1,668.8
Bradford,11/10/2020,43,31.4,1226,60833,70.7,51.7,2015.4
Montour,09/01/2020,5,1.6,136,18240,27.4,8.6,745.6
Montour,05/12/2020,0,0.1,50,18240,0,0.8,274.1
Monroe,10/28/2020,9,10.1,2033,169507,5.3,6,1199.4
Erie,08/28/2020,9,9.9,1361,272061,3.3,3.6,500.3
Erie,08/23/2020,2,11.9,1309,272061,0.7,4.4,481.1
Lehigh,09/30/2020,17,22.3,5717,368100,4.6,6.1,1553.1
Dauphin,09/16/2020,24,19.7,3647,277097,8.7,7.1,1316.1
Delaware,04/13/2020,93,133.6,1953,564751,16.5,23.7,345.8
Mercer,10/31/2020,7,21.9,1144,110683,6.3,19.7,1033.6
Perry,11/12/2020,10,9,473,46139,21.7,19.5,1025.2
Columbia,09/21/2020,3,3,874,65456,4.6,4.6,1335.2
Northampton,09/22/2020,15,17.3,4428,304807,4.9,5.7,1452.7
Montour,07/13/2020,1,0.4,79,18240,5.5,2.3,433.1
Elk,07/30/2020,2,1,46,30169,6.6,3.3,152.5
Northampton,08/21/2020,1,6.4,4051,304807,0.3,2.1,1329
Montour,06/13/2020,0,1.6,64,18240,0,8.6,350.9
Dauphin,10/17/2020,25,28.9,4381,277097,9,10.4,1581
Northumberland,10/23/2020,9,21.6,1492,91083,9.9,23.7,1638.1
Lehigh,09/22/2020,16,15,5536,368100,4.3,4.1,1503.9
Dauphin,09/03/2020,18,23.9,3413,277097,6.5,8.6,1231.7
Schuylkill,11/12/2020,65,56.1,2765,142067,45.8,39.5,1946.3
Fayette,08/14/2020,4,18.4,620,130441,3.1,14.1,475.3
Allegheny,08/02/2020,69,121.3,8357,1218452,5.7,10,685.9
Delaware,04/14/2020,73,123.6,2026,564751,12.9,21.9,358.7
Dauphin,10/06/2020,31,22.3,4015,277097,11.2,8,1449
Erie,09/09/2020,2,6,1424,272061,0.7,2.2,523.4
Erie,07/03/2020,5,9.6,655,272061,1.8,3.5,240.8
Clarion,07/18/2020,0,1.6,71,38779,0,4.1,183.1
Northumberland,07/19/2020,1,2.6,370,91083,1.1,2.8,406.2
Westmoreland,10/03/2020,28,27.7,2424,350611,8,7.9,691.4
Columbia,10/21/2020,7,3.4,1039,65456,10.7,5.2,1587.3
Greene,11/11/2020,19,11.9,390,36506,52,32.5,1068.3
Erie,07/12/2020,6,7.9,724,272061,2.2,2.9,266.1
Columbia,09/20/2020,1,2.7,871,65456,1.5,4.1,1330.7
Union,11/17/2020,10,25.3,1041,44785,22.3,56.5,2324.4
Luzerne,06/26/2020,6,5.3,2907,317646,1.9,1.7,915.2
Carbon,09/15/2020,0,1.1,438,64227,0,1.8,682
Venango,11/07/2020,17,17.6,425,51266,33.2,34.3,829
Erie,11/06/2020,51,46.1,2541,272061,18.7,17,934
Allegheny,09/05/2020,53,65.1,10755,1218452,4.3,5.3,882.7
Monroe,10/07/2020,5,5.1,1849,169507,2.9,3,1090.8
Northumberland,08/08/2020,3,9.1,474,91083,3.3,10,520.4
Dauphin,09/07/2020,13,18,3480,277097,4.7,6.5,1255.9
Fayette,09/19/2020,5,3.9,775,130441,3.8,3,594.1
Dauphin,10/07/2020,35,24.6,4050,277097,12.6,8.9,1461.6
Cameron,11/16/2020,0,0.1,16,4492,0,3.2,356.2
Allegheny,09/29/2020,53,67.3,12343,1218452,4.3,5.5,1013
Columbia,11/01/2020,8,5.1,1088,65456,12.2,7.9,1662.2
